country_id,island_id,prefecture_id,commune_id,town_village_id,town_village_name,latitude,longitude
KM,KM2,KM23,KM231,KM231_0008,DIMADJOU YA ITSANDRA,-11.67587607348723,43.2840934884806
KM,KM2,KM23,KM232,KM232_0001,DZAHANI II,,
KM,KM2,KM23,KM232,KM232_0002,BAHANI,-11.6428324,43.2945036
KM,KM2,KM23,KM232,KM232_0003,SIMA,-11.64868566292302,43.29372854205498
KM,KM2,KM23,KM232,KM232_0004,OUELLAH YA ITSANDRA,-11.65109434513936,43.28450769410709
KM,KM2,KM23,KM232,KM232_0005,SAMBA KOUNI,-11.6513186,43.2845126
KM,KM2,KM23,KM234,KM234_0001,NTSOUDJINI,,
KM,KM2,KM23,KM234,KM234_0002,HANTSAMBOU,-11.66400689532476,43.26552617034564
KM,KM2,KM23,KM234,KM234_0003,MILEMBENI,,
KM,KM2,KM23,KM234,KM234_0004,MILEMBENI,-12.20224155888374,44.26310520358714
KM,KM2,KM23,KM234,KM234_0005,ZIVANDANI,,
